時間[s] 推定速度[km/h] 実速度[km/h]
444.9911 4.24891415623613 1659.6
445.0029 4.24891415623613 1659.6
445.0143 4.24891415623613 1659.6
445.026 4.24891415623613 1659.6
445.0386 4.24891415623613 1659.6
445.0508 4.24891415623613 1659.6
445.0634 4.24891415623613 1659.6
445.075 4.26162296486842 1648.8
445.0871 4.26162296486842 1648.8
445.1074 4.26162296486842 1648.8
445.12 4.26162296486842 1648.8
445.136 4.26162296486842 1648.8
445.1477 4.26162296486842 1648.8
445.1597 4.26162296486842 1648.8
445.1715 4.3242190959375 1645.2
445.1838 4.3242190959375 1645.2
445.1955 4.3242190959375 1645.2
445.2075 4.3242190959375 1645.2
445.2258 4.335937846875 1645.2
445.2377 4.335937846875 1645.2
445.2501 4.335937846875 1645.2
445.2618 4.335937846875 1645.2
445.2735 4.32978604165978 1641.6
445.2853 4.32978604165978 1641.6
445.2972 4.32978604165978 1641.6
445.3087 4.32978604165978 1641.6
445.3233 4.29595031983777 1641.6
445.3347 4.29595031983777 1641.6
445.3461 4.29595031983777 1641.6
445.3582 4.29595031983777 1641.6
445.3711 4.29595031983777 1638
445.383 4.29595031983777 1638
445.3948 4.29595031983777 1638
445.4065 4.29595031983777 1638
445.4185 4.29474231613098 1638
445.4301 4.29474231613098 1638
445.442 4.29474231613098 1638
445.4537 4.29474231613098 1638
445.4659 4.26516279939574 1638
445.4771 4.26516279939574 1638
445.4886 4.26516279939574 1638
445.5012 4.26516279939574 1638
445.5131 4.26117707130021 1634.4
445.5244 4.26117707130021 1634.4
445.5361 4.26117707130021 1634.4
445.5483 4.26117707130021 1634.4
445.5603 4.2320952112943 1634.4
445.5716 4.2320952112943 1634.4
445.5836 4.2320952112943 1634.4
445.5957 4.2320952112943 1634.4
445.6167 4.22951195454668 1627.2
445.6288 4.22951195454668 1627.2
445.6407 4.22951195454668 1627.2
445.6535 4.23434220003558 1627.2
445.6657 4.23434220003558 1627.2
445.6771 4.23434220003558 1627.2
445.6906 4.23434220003558 1627.2
445.703 4.21918943554575 1627.2
445.7149 4.21918943554575 1627.2
445.7264 4.21918943554575 1627.2
445.7389 4.21918943554575 1627.2
445.7512 4.22046415018013 1623.6
445.7633 4.22046415018013 1623.6
445.7746 4.22046415018013 1623.6
445.7869 4.22046415018013 1623.6
445.799 4.22659804652214 1623.6
445.8106 4.22659804652214 1623.6
445.8221 4.22659804652214 1623.6
445.8345 4.22659804652214 1623.6
445.847 4.22725954652214 1612.8
445.8587 4.22725954652214 1612.8
445.871 4.22725954652214 1612.8
445.8871 4.22725954652214 1612.8
445.8994 4.22725954652214 1612.8
445.9113 4.22725954652214 1612.8
445.9237 4.22725954652214 1612.8
445.9362 4.22725954652214 1612.8
445.9484 4.22725954652214 1612.8
445.9595 4.22725954652214 1612.8
445.9725 4.22725954652214 1612.8
445.9843 4.22725954652214 1612.8
445.9968 4.19539267450913 1602
446.008 4.19539267450913 1602
446.02 4.19539267450913 1602
446.0323 4.19539267450913 1602
446.0442 4.19539267450913 1602
446.0563 4.19539267450913 1602
446.0683 4.19539267450913 1602
446.0799 4.19539267450913 1602
446.0919 4.20382204464714 1602
446.1035 4.20382204464714 1602
446.1241 4.20382204464714 1602
446.1364 4.19319975397614 1591.2
446.1488 4.19319975397614 1591.2
446.1607 4.19319975397614 1591.2
446.1728 4.19319975397614 1591.2
446.1843 4.19319975397614 1591.2
446.1966 4.19319975397614 1591.2
446.2082 4.19319975397614 1591.2
446.2204 4.19319975397614 1591.2
446.2325 4.20162912411416 1584
446.2447 4.20162912411416 1584
446.2564 4.20162912411416 1584
446.2681 4.20162912411416 1584
446.2802 4.20162912411416 1584
446.2913 4.20162912411416 1584
446.3035 4.20162912411416 1584
446.315 4.20162912411416 1584
446.3269 4.15913996143013 1580.4
446.3394 4.15913996143013 1580.4
446.3524 4.15913996143013 1580.4
446.364 4.15913996143013 1580.4
446.3758 4.16475954152214 1580.4
446.388 4.16475954152214 1580.4
446.4006 4.16475954152214 1580.4
446.4118 4.16475954152214 1580.4
446.4238 4.16475954152214 1580.4
446.4363 4.16475954152214 1580.4
446.4494 4.16475954152214 1580.4
446.4612 4.16475954152214 1580.4
446.4729 4.14913454027214 1562.4
446.4863 4.14913454027214 1562.4
446.4981 4.14913454027214 1562.4
446.5102 4.14913454027214 1562.4
446.5222 4.14913454027214 1562.4
446.5342 4.14913454027214 1562.4
446.5461 4.14913454027214 1562.4
446.5579 4.14913454027214 1562.4
446.5695 4.14913454027214 1555.2
446.5819 4.14913454027214 1555.2
446.5934 4.14913454027214 1555.2
446.6051 4.14913454027214 1555.2
446.6251 4.13069974897614 1555.2
446.6379 4.13069974897614 1555.2
446.6497 4.13069974897614 1555.2
446.6613 4.13069974897614 1537.2
446.6739 4.13069974897614 1537.2
446.6862 4.13069974897614 1537.2
446.6983 4.13069974897614 1537.2
446.7112 4.13069974897614 1537.2
446.7233 4.13069974897614 1537.2
446.7362 4.13069974897614 1537.2
446.7477 4.13069974897614 1537.2
446.7594 4.10776142013958 1537.2
446.7714 4.10776142013958 1537.2
446.7835 4.10776142013958 1537.2
446.7955 4.10776142013958 1537.2
446.8076 4.10478692282286 1530
446.819 4.10478692282286 1530
446.8308 4.10478692282286 1530
446.8422 4.10478692282286 1530
446.8543 4.10324685632512 1530
446.8666 4.10324685632512 1530
446.878 4.10324685632512 1530
446.8905 4.10324685632512 1530
446.9031 4.08801740683707 1530
446.9153 4.08801740683707 1530
446.9267 4.08801740683707 1530
446.9385 4.08801740683707 1530
446.9519 4.08673037545894 1519.2
446.9639 4.08673037545894 1519.2
446.9759 4.08673037545894 1519.2
446.9877 4.08673037545894 1519.2
447.0004 4.07425435500094 1519.2
447.0123 4.07425435500094 1519.2
447.0237 4.07425435500094 1519.2
447.0356 4.07425435500094 1519.2
447.0482 4.07612052117809 1512
447.0601 4.07612052117809 1512
447.0717 4.07612052117809 1512
447.0836 4.07612052117809 1512
447.096 4.03220475132279 1512
447.1081 4.03220475132279 1512
447.1283 4.03220475132279 1512
447.1408 4.03220475132279 1512
447.1736 4.03220475132279 1512
447.1905 4.03220475132279 1494
447.2031 4.03220475132279 1494
447.2152 4.03220475132279 1494
447.2268 4.03220475132279 1494
447.2387 4.01153947614311 1494
447.2513 4.01153947614311 1494
447.2627 4.01153947614311 1494
447.2741 4.01153947614311 1494
447.2862 4.01153947614311 1486.8
447.2979 4.01153947614311 1486.8
447.3096 4.01153947614311 1486.8
447.321 4.01153947614311 1486.8
447.3333 3.97042971336242 1486.8
447.3451 3.97042971336242 1486.8
447.3568 3.97042971336242 1486.8
447.3688 3.97042971336242 1486.8
447.381 3.97551323681533 1486.8
447.3933 3.97551323681533 1486.8
447.4051 3.97551323681533 1486.8
447.4173 3.97551323681533 1486.8
447.4291 3.97551323681533 1476
447.446 3.97551323681533 1476
447.4575 3.97551323681533 1476
447.47 3.97551323681533 1476
447.4827 3.94468091472981 1476
447.4941 3.94468091472981 1476
447.5054 3.94468091472981 1476
447.5178 3.94468091472981 1476
447.5308 3.94976443818273 1468.8
447.542 3.94976443818273 1468.8
447.5536 3.94976443818273 1468.8
447.5653 3.94976443818273 1468.8
447.5779 3.93948699748756 1458
447.59 3.93948699748756 1458
447.6016 3.93948699748756 1458
447.6133 3.93948699748756 1458
447.6348 3.93948699748756 1458
447.6461 3.93948699748756 1458
447.6587 3.93948699748756 1458
447.6706 3.94457052094047 1458
447.6819 3.94457052094047 1458
447.6932 3.94457052094047 1458
447.705 3.94457052094047 1458
447.7181 3.92401563955013 1447.2
447.7303 3.92401563955013 1447.2
447.7423 3.92401563955013 1447.2
447.7545 3.92401563955013 1447.2
447.7664 3.92401563955013 1447.2
447.7782 3.92401563955013 1447.2
447.7899 3.92401563955013 1447.2
447.8026 3.92401563955013 1447.2
447.8146 3.88798940022235 1447.2
447.8267 3.88798940022235 1447.2
447.8384 3.88798940022235 1447.2
447.8504 3.88798940022235 1447.2
447.8621 3.88798940022235 1443.6
447.8738 3.88798940022235 1443.6
447.8855 3.88798940022235 1443.6
447.8978 3.88798940022235 1443.6
447.9094 3.88025372125364 1443.6
447.9218 3.88025372125364 1443.6
447.9337 3.88025372125364 1443.6
447.9455 3.88025372125364 1443.6
447.9576 3.88025372125364 1443.6
447.9695 3.88025372125364 1443.6
447.9824 3.88025372125364 1443.6
447.9941 3.88025372125364 1443.6
448.0059 3.8827954829801 1436.4
448.0181 3.8827954829801 1436.4
448.0299 3.8827954829801 1436.4
448.0416 3.8827954829801 1436.4
448.0535 3.85196316089458 1429.2
448.0659 3.85196316089458 1429.2
448.0781 3.85196316089458 1429.2
448.0914 3.85196316089458 1429.2
448.1028 3.85196316089458 1429.2
448.1152 3.85196316089458 1429.2
448.136 3.85196316089458 1429.2
448.148 3.84931100537878 1429.2
448.1592 3.84931100537878 1429.2
448.1714 3.84931100537878 1429.2
448.1834 3.84931100537878 1429.2
448.195 3.84931100537878 1422
448.207 3.84931100537878 1422
448.2196 3.84931100537878 1422
448.2312 3.84931100537878 1422
448.2427 3.85947805228461 1422
448.2542 3.85947805228461 1422
448.2671 3.85947805228461 1422
448.2781 3.85947805228461 1422
448.2896 3.80809084880875 1422
448.3011 3.80809084880875 1422
448.3137 3.80809084880875 1422
448.3259 3.80809084880875 1422
448.3375 3.7875359674184 1404
448.3496 3.7875359674184 1404
448.3614 3.7875359674184 1404
448.3733 3.7875359674184 1404
448.3864 3.79516125259778 1404
448.3982 3.79516125259778 1404
448.4103 3.79516125259778 1404
448.4222 3.79516125259778 1404
448.4345 3.79516125259778 1400.4
448.4464 3.79516125259778 1400.4
448.4584 3.79516125259778 1400.4
448.4701 3.79516125259778 1400.4
448.482 3.79770301432424 1400.4
448.4948 3.79770301432424 1400.4
448.507 3.79770301432424 1400.4
448.5191 3.79770301432424 1400.4
448.531 3.75659325154355 1386
448.5428 3.75659325154355 1386
448.5556 3.75659325154355 1386
448.5675 3.75659325154355 1386
448.579 3.75659325154355 1386
448.5921 3.75659325154355 1386
448.6039 3.75659325154355 1386
448.6158 3.75659325154355 1386
448.636 3.74112189360612 1382.4
448.6478 3.74112189360612 1382.4
448.6595 3.74112189360612 1382.4
448.6714 3.74112189360612 1382.4
448.6831 3.74112189360612 1382.4
448.6945 3.74112189360612 1382.4
448.7062 3.74112189360612 1382.4
448.7183 3.69990173703609 1382.4
448.7311 3.69990173703609 1382.4
448.7424 3.69990173703609 1382.4
448.7544 3.69990173703609 1382.4
448.7668 3.69990173703609 1368
448.7786 3.69990173703609 1368
448.7907 3.69990173703609 1368
448.8023 3.69990173703609 1368
448.8153 3.70244349876255 1368
448.8265 3.70244349876255 1368
448.8381 3.70244349876255 1368
448.8505 3.70244349876255 1368
448.8629 3.6818886173722 1368
448.8784 3.6818886173722 1368
448.8898 3.6818886173722 1368
448.9018 3.6818886173722 1368
448.9146 3.6818886173722 1357.2
448.9258 3.6818886173722 1357.2
448.9373 3.6818886173722 1357.2
448.949 3.6818886173722 1357.2
448.9612 3.68951390255158 1357.2
448.9732 3.68951390255158 1357.2
448.985 3.68951390255158 1357.2
448.9973 3.68951390255158 1357.2
449.0095 3.65868158046606 1353.6
449.0211 3.65868158046606 1353.6
449.0332 3.65868158046606 1353.6
449.0446 3.65868158046606 1353.6
449.0572 3.66122334219252 1353.6
449.0697 3.66122334219252 1353.6
449.0814 3.66122334219252 1353.6
449.0929 3.66122334219252 1353.6
449.1048 3.64066846080217 1346.4
449.1167 3.64066846080217 1346.4
449.1366 3.64066846080217 1346.4
449.149 3.64066846080217 1346.4
449.1617 3.64066846080217 1346.4
449.1731 3.64066846080217 1346.4
449.1855 3.64066846080217 1346.4
449.1982 3.64309982873929 1346.4
449.2097 3.64309982873929 1346.4
449.2216 3.64309982873929 1346.4
449.2345 3.64309982873929 1346.4
449.2465 3.64818335219221 1332
449.2582 3.64818335219221 1332
449.2702 3.64818335219221 1332
449.2826 3.64818335219221 1332
449.2946 3.64818335219221 1332
449.306 3.64818335219221 1332
449.318 3.64818335219221 1332
449.3297 3.64818335219221 1332
449.3432 3.63790591149704 1332
449.355 3.63790591149704 1332
449.3667 3.63790591149704 1332
449.379 3.63790591149704 1332
449.3918 3.63790591149704 1324.8
449.4045 3.63790591149704 1324.8
449.4172 3.63790591149704 1324.8
449.4295 3.63790591149704 1324.8
449.4416 3.64807295840287 1324.8
449.4537 3.64807295840287 1324.8
449.4658 3.64807295840287 1324.8
449.4778 3.64807295840287 1324.8
449.4903 3.64807295840287 1306.8
449.5027 3.64807295840287 1306.8
449.5146 3.64807295840287 1306.8
449.5273 3.64807295840287 1306.8
449.5395 3.65315648185579 1306.8
449.5514 3.65315648185579 1306.8
449.5635 3.65315648185579 1306.8
449.5755 3.65315648185579 1306.8
449.5876 3.61204671907509 1296
449.5997 3.61204671907509 1296
449.612 3.61204671907509 1296
449.6245 3.61204671907509 1296
449.6444 3.62475552770739 1296
449.6625 3.62475552770739 1296
449.6746 3.62475552770739 1296
449.6868 3.59392320562187 1296
449.6992 3.59392320562187 1296
449.7113 3.59392320562187 1296
449.7234 3.59392320562187 1296
449.7355 3.59392320562187 1288.8
449.7475 3.59392320562187 1288.8
449.7597 3.59392320562187 1288.8
449.7719 3.59392320562187 1288.8
449.7843 3.57845184768444 1288.8
449.7957 3.57845184768444 1288.8
449.8075 3.57845184768444 1288.8
449.8193 3.57845184768444 1288.8
449.8314 3.664062793125 1288.8
449.8433 3.664062793125 1288.8
449.8555 3.664062793125 1288.8
449.8677 3.664062793125 1288.8
449.8799 3.664062793125 1281.6
449.8918 3.664062793125 1281.6
449.9037 3.664062793125 1281.6
449.9164 3.664062793125 1281.6
449.9283 3.64902666568242 1281.6
449.9409 3.64902666568242 1281.6
449.953 3.64902666568242 1281.6
449.9651 3.64902666568242 1281.6
449.9768 3.64644740544972 1267.2
449.9895 3.64644740544972 1267.2
450.0018 3.64644740544972 1267.2
450.0138 3.64644740544972 1267.2
450.026 3.64751276796277 1267.2
450.0378 3.64751276796277 1267.2
450.0495 3.64751276796277 1267.2
450.0613 3.64751276796277 1267.2
450.073 3.59675114149583 1260
450.0854 3.59675114149583 1260
450.0968 3.59675114149583 1260
450.1083 3.59675114149583 1260
450.1207 3.59404698826149 1260
450.1328 3.59404698826149 1260
450.1529 3.59404698826149 1260
450.1649 3.5933882238023 1260
450.1769 3.5933882238023 1260
450.1888 3.5933882238023 1260
450.2015 3.5933882238023 1260
450.2131 3.55822915221406 1249.2
450.2253 3.55822915221406 1249.2
450.2373 3.55822915221406 1249.2
450.2498 3.55822915221406 1249.2
450.2616 3.5680034435268 1249.2
450.2741 3.5680034435268 1249.2
450.2859 3.5680034435268 1249.2
450.2975 3.5680034435268 1249.2
450.3099 3.52003968532875 1238.4
450.3222 3.52003968532875 1238.4
450.3343 3.52003968532875 1238.4
450.3459 3.52003968532875 1238.4
450.3576 3.53073979552212 1238.4
450.3703 3.53073979552212 1238.4
450.382 3.53073979552212 1238.4
450.3942 3.53073979552212 1238.4
450.4069 3.51434695058369 1238.4
450.4209 3.51434695058369 1238.4
450.4329 3.51434695058369 1238.4
450.4443 3.51434695058369 1238.4
450.4568 3.51964102737098 1227.6
450.4694 3.51964102737098 1227.6
450.4811 3.51964102737098 1227.6
450.4932 3.51964102737098 1227.6
450.506 3.53395624981751 1227.6
450.5181 3.53395624981751 1227.6
450.5296 3.53395624981751 1227.6
450.541 3.53395624981751 1227.6
450.5541 3.50342517634694 1227.6
450.5656 3.50342517634694 1227.6
450.577 3.50342517634694 1227.6
450.5887 3.50342517634694 1227.6
450.6013 3.51048517303709 1216.8
450.6142 3.51048517303709 1216.8
450.626 3.51048517303709 1216.8
450.6378 3.51048517303709 1216.8
450.6584 3.49621003551363 1216.8
450.6702 3.49621003551363 1216.8
450.6823 3.49621003551363 1216.8
450.695 3.49398069893815 1209.6
450.7074 3.49398069893815 1209.6
450.7198 3.49398069893815 1209.6
450.7308 3.49398069893815 1209.6
450.7433 3.40329378070915 1209.6
450.7552 3.40329378070915 1209.6
450.7669 3.40329378070915 1209.6
450.7783 3.40329378070915 1209.6
450.7902 3.40329378070915 1198.8
450.802 3.40329378070915 1198.8
450.8135 3.40329378070915 1198.8
450.825 3.40329378070915 1198.8
450.8377 3.39809986346689 1198.8
450.8492 3.39809986346689 1198.8
450.8608 3.39809986346689 1198.8
450.8727 3.39809986346689 1198.8
450.885 3.39809986346689 1184.4
450.8966 3.39809986346689 1184.4
450.9083 3.39809986346689 1184.4
450.9203 3.39809986346689 1184.4
450.932 3.39809986346689 1184.4
450.9434 3.39809986346689 1184.4
450.9554 3.39809986346689 1184.4
450.9679 3.39809986346689 1184.4
450.9821 3.39798946967755 1184.4
450.9932 3.39798946967755 1184.4
451.0048 3.39798946967755 1184.4
451.0173 3.39798946967755 1184.4
451.0288 3.39798946967755 1180.8
451.0405 3.39798946967755 1180.8
451.0522 3.39798946967755 1180.8
451.0643 3.39798946967755 1180.8
451.0763 3.37743458828721 1180.8
451.0882 3.37743458828721 1180.8
451.1 3.37743458828721 1180.8
451.1125 3.37743458828721 1180.8
451.1244 3.38505987346658 1180.8
451.1363 3.38505987346658 1180.8
451.1476 3.38505987346658 1180.8
451.1685 3.38505987346658 1180.8
451.1804 3.38505987346658 1173.6
451.1924 3.38505987346658 1173.6
451.2055 3.38505987346658 1173.6
451.2172 3.38505987346658 1173.6
451.2294 3.3874912414037 1173.6
451.2417 3.3874912414037 1173.6
451.2544 3.3874912414037 1173.6
451.2671 3.3874912414037 1173.6
451.2787 3.3874912414037 1173.6
451.2905 3.3874912414037 1173.6
451.3058 3.3874912414037 1173.6
451.3179 3.3874912414037 1173.6
451.3299 3.3617424427711 1159.2
451.342 3.3617424427711 1159.2
451.3541 3.3617424427711 1159.2
451.3657 3.3617424427711 1159.2
451.3769 3.3617424427711 1159.2
451.3892 3.3617424427711 1159.2
451.4008 3.3617424427711 1159.2
451.4125 3.3617424427711 1159.2
451.4245 3.3617424427711 1152
451.4363 3.3617424427711 1152
451.4479 3.3617424427711 1152
451.4592 3.3617424427711 1152
451.471 3.33853540586496 1152
451.484 3.33853540586496 1152
451.4958 3.33853540586496 1152
451.5078 3.33853540586496 1152
451.5195 3.33853540586496 1134
451.5316 3.33853540586496 1134
451.5435 3.33853540586496 1134
451.5554 3.33853540586496 1134
451.5677 3.34107716759142 1134
451.5801 3.34107716759142 1134
451.5922 3.34107716759142 1134
451.6041 3.34107716759142 1134
451.6157 3.3102448455059 1134
451.6275 3.3102448455059 1134
451.6397 3.3102448455059 1134
451.6518 3.3102448455059 1134
451.6723 3.31278660723236 1126.8
451.6848 3.31278660723236 1126.8
451.6968 3.31278660723236 1126.8
451.708 3.29223172584201 1126.8
451.7202 3.29223172584201 1126.8
451.7324 3.29223172584201 1126.8
451.7443 3.29223172584201 1126.8
451.7567 3.29477348756847 1119.6
451.772 3.29477348756847 1119.6
451.7884 3.29477348756847 1119.6
451.8027 3.2844960468733 1119.6
451.8146 3.2844960468733 1119.6
451.8268 3.2844960468733 1119.6
451.8389 3.2844960468733 1119.6
451.8509 3.2844960468733 1119.6
451.8626 3.2844960468733 1119.6
451.8794 3.2844960468733 1119.6
451.8911 3.2844960468733 1119.6
451.9037 3.28703780859975 1112.4
451.9155 3.28703780859975 1112.4
451.9272 3.28703780859975 1112.4
451.9396 3.28703780859975 1112.4
451.9528 3.23565060512389 1112.4
451.9643 3.23565060512389 1112.4
451.9761 3.23565060512389 1112.4
451.9879 3.23565060512389 1112.4
452.0006 3.24073412857681 1105.2
452.0126 3.24073412857681 1105.2
452.0245 3.24073412857681 1105.2
452.0365 3.24073412857681 1105.2
452.0484 3.22017924718646 1105.2
452.0603 3.22017924718646 1105.2
452.0722 3.22017924718646 1105.2
452.0846 3.22017924718646 1105.2
452.0963 3.22017924718646 1105.2
452.1081 3.22017924718646 1105.2
452.1196 3.22017924718646 1105.2
452.1314 3.22017924718646 1105.2
452.1433 3.17133380543705 1094.4
452.1551 3.17133380543705 1094.4
452.176 3.17133380543705 1094.4
452.1887 3.17133380543705 1094.4
452.2013 3.17133380543705 1094.4
452.2134 3.17133380543705 1094.4
452.2252 3.17133380543705 1094.4
452.2401 3.17895909061643 1090.8
452.2522 3.17895909061643 1090.8
452.2648 3.17895909061643 1090.8
452.2769 3.17895909061643 1090.8
452.2889 3.15840420922608 1090.8
452.3016 3.15840420922608 1090.8
452.3127 3.15840420922608 1090.8
452.3248 3.15840420922608 1090.8
452.3365 3.15840420922608 1090.8
452.348 3.15840420922608 1090.8
452.3602 3.15840420922608 1090.8
452.3727 3.15840420922608 1090.8
452.3856 3.16602949440546 1083.6
452.3984 3.16602949440546 1083.6
452.41 3.16602949440546 1083.6
452.4225 3.16602949440546 1083.6
452.4342 3.13519717231994 1083.6
452.447 3.13519717231994 1083.6
452.4583 3.13519717231994 1083.6
452.472 3.13519717231994 1083.6
452.484 3.13519717231994 1083.6
452.4957 3.13519717231994 1083.6
452.5078 3.13519717231994 1083.6
452.5198 3.13519717231994 1083.6
452.5313 3.12226757610897 1076.4
452.5434 3.12226757610897 1076.4
452.5558 3.12226757610897 1076.4
452.5674 3.12226757610897 1076.4
452.5789 3.12226757610897 1076.4
452.5904 3.12226757610897 1076.4
452.6029 3.12226757610897 1076.4
452.615 3.12226757610897 1076.4
452.6271 3.12735109956189 1076.4
452.639 3.12735109956189 1076.4
452.6523 3.12735109956189 1076.4
452.6643 3.12735109956189 1076.4
452.6844 3.07596389608602 1069.2
452.6961 3.07596389608602 1069.2
452.7081 3.07596389608602 1069.2
452.7202 3.07850565781248 1069.2
452.7325 3.07850565781248 1069.2
452.7448 3.07850565781248 1069.2
452.7564 3.07850565781248 1069.2
452.7682 3.05795077642214 1065.6
452.7804 3.05795077642214 1065.6
452.7925 3.05795077642214 1065.6
452.8046 3.05795077642214 1065.6
452.8165 3.05795077642214 1065.6
452.8277 3.05795077642214 1065.6
452.8398 3.05795077642214 1065.6
452.8528 3.05795077642214 1065.6
452.8643 3.07065958505443 1062
452.8761 3.07065958505443 1062
452.8885 3.07065958505443 1062
452.9008 3.07065958505443 1062
452.9129 3.03982726296891 1062
452.9245 3.03982726296891 1062
452.9367 3.03982726296891 1062
452.9485 3.03982726296891 1062
452.9609 3.04491078642183 1062
452.9729 3.04491078642183 1062
452.9854 3.04491078642183 1062
452.9975 3.04491078642183 1062
453.0099 3.02435590503148 1062
453.0214 3.02435590503148 1062
453.0331 3.02435590503148 1062
453.0446 3.02435590503148 1062
453.0563 3.00623239157826 1062
453.0681 3.00623239157826 1062
453.0794 3.00623239157826 1062
453.0914 3.00623239157826 1062
453.1034 3.00623239157826 1051.2
453.1147 3.00623239157826 1051.2
453.1268 3.00623239157826 1051.2
453.1382 3.00623239157826 1051.2
453.1501 3.00623239157826 1051.2
453.1622 3.00623239157826 1051.2
453.1736 3.00623239157826 1051.2
453.1942 3.00623239157826 1051.2
453.2069 2.98048359294565 1051.2
453.2195 2.98048359294565 1051.2
453.2306 2.98048359294565 1051.2
453.2421 2.98048359294565 1051.2
453.255 2.98048359294565 1044
453.2665 2.98048359294565 1044
453.2784 2.98048359294565 1044
453.2904 2.98048359294565 1044
453.3024 3.0507814940625 1044
453.3141 3.0507814940625 1044
453.3253 3.0507814940625 1044
453.3375 3.0507814940625 1044
453.3501 3.0507814940625 1044
453.3618 3.0507814940625 1044
453.3734 3.0507814940625 1044
453.3854 3.0507814940625 1044
453.3991 3.04775122695539 1036.8
453.4109 3.04775122695539 1036.8
453.4226 3.04775122695539 1036.8
453.4344 3.04775122695539 1036.8
453.4463 3.05303758258632 1036.8
453.4588 3.05303758258632 1036.8
453.4712 3.05303758258632 1036.8
453.4825 3.05303758258632 1036.8
453.4947 3.02393084937504 1029.6
453.5063 3.02393084937504 1029.6
453.5193 3.02393084937504 1029.6
453.5309 3.02393084937504 1029.6
453.5429 2.99666175093367 1029.6
453.5551 2.99666175093367 1029.6
453.5671 2.99666175093367 1029.6
453.5792 2.99666175093367 1029.6
453.5914 3.00886868400224 1022.4
453.6036 3.00886868400224 1022.4
453.6165 3.00886868400224 1022.4
453.6292 3.00886868400224 1022.4
453.6417 3.00525536084915 1022.4
453.6542 3.00525536084915 1022.4
453.6653 3.00525536084915 1022.4
453.6776 3.00525536084915 1022.4
453.697 2.9846768699465 1022.4
453.7089 2.9846768699465 1022.4
453.7222 2.9846768699465 1022.4
453.7347 2.98288312217211 1018.8
453.747 2.98288312217211 1018.8
453.7587 2.98288312217211 1018.8
453.7706 2.98288312217211 1018.8
453.7823 2.97550435073341 1018.8
453.7949 2.97550435073341 1018.8
453.807 2.97550435073341 1018.8
453.8188 2.97550435073341 1018.8
453.8307 2.92566427048854 1018.8
453.8422 2.92566427048854 1018.8
453.8545 2.92566427048854 1018.8
453.8672 2.92566427048854 1018.8
453.8786 2.92320408942182 1011.6
453.8906 2.92320408942182 1011.6
453.9027 2.92320408942182 1011.6
453.9147 2.92320408942182 1011.6
453.9269 2.8900868132582 1011.6
453.9386 2.8900868132582 1011.6
453.9517 2.8900868132582 1011.6
453.9633 2.8900868132582 1011.6
453.975 2.89771209843758 1004.4
453.9876 2.89771209843758 1004.4
453.9996 2.89771209843758 1004.4
454.011 2.89771209843758 1004.4
454.0228 2.85660233565689 1004.4
454.0351 2.85660233565689 1004.4
454.0509 2.85660233565689 1004.4
454.0623 2.85660233565689 1004.4
454.0747 2.85660233565689 993.6
454.0918 2.85660233565689 993.6
454.1037 2.85660233565689 993.6
454.1156 2.85660233565689 993.6
454.1273 2.85395018014109 993.6
454.1395 2.85395018014109 993.6
454.1512 2.85395018014109 993.6
454.1627 2.85395018014109 993.6
454.1747 2.85395018014109 990
454.1866 2.85395018014109 990
454.2068 2.85395018014109 990
454.219 2.85395018014109 990
454.2314 2.85395018014109 990
454.2436 2.85395018014109 990
454.2553 2.85395018014109 990
454.2673 2.81538217908686 979.2
454.2793 2.81538217908686 979.2
454.2912 2.81538217908686 979.2
454.3032 2.81538217908686 979.2
454.3147 2.81538217908686 979.2
454.3263 2.81538217908686 979.2
454.338 2.81538217908686 979.2
454.35 2.81538217908686 979.2
454.362 2.81538217908686 979.2
454.3738 2.81538217908686 979.2
454.3858 2.81538217908686 979.2
454.3976 2.81538217908686 979.2
454.4097 2.78963338045425 975.6
454.422 2.78963338045425 975.6
454.4341 2.78963338045425 975.6
454.446 2.78963338045425 975.6
454.4585 2.79471690390717 975.6
454.4715 2.79471690390717 975.6
454.4838 2.79471690390717 975.6
454.4954 2.79471690390717 975.6
454.5078 2.784439463212 968.4
454.5209 2.784439463212 968.4
454.5323 2.784439463212 968.4
454.5445 2.784439463212 968.4
454.557 2.784439463212 968.4
454.5692 2.784439463212 968.4
454.5814 2.784439463212 968.4
454.5933 2.784439463212 968.4
454.6058 2.76896810527457 968.4
454.618 2.76896810527457 968.4
454.6303 2.76896810527457 968.4
454.6422 2.76896810527457 968.4
454.6545 2.76896810527457 961.2
454.6662 2.76896810527457 961.2
454.6784 2.76896810527457 961.2
454.6912 2.76896810527457 961.2
454.7117 2.76896810527457 961.2
454.7245 2.76896810527457 961.2
454.7374 2.76896810527457 961.2
454.75 2.74056715112617 954
454.7625 2.74056715112617 954
454.7745 2.74056715112617 954
454.7873 2.74056715112617 954
454.8 2.74056715112617 954
454.8119 2.74056715112617 954
454.8233 2.74056715112617 954
454.8353 2.74056715112617 954
454.8471 2.74310891285263 954
454.859 2.74310891285263 954
454.8708 2.74310891285263 954
454.8827 2.74310891285263 954
454.8949 2.72255403146228 946.8
454.9066 2.72255403146228 946.8
454.9185 2.72255403146228 946.8
454.9308 2.72255403146228 946.8
454.9429 2.73272107836812 946.8
454.9548 2.73272107836812 946.8
454.9666 2.73272107836812 946.8
454.9794 2.73272107836812 946.8
454.9909 2.68133387489225 946.8
